Patient_ID,1563591_at,1570350_at,200063_s_at,206289_at,206847_s_at,208129_x_at,208493_at,208557_at,208604_s_at,209359_x_at,209360_s_at,209905_at,209905_at.1,210365_at,210805_x_at,211180_x_at,211181_x_at,211182_x_at,211620_x_at,213147_at,213147_at.1,213150_at,213150_at.1,213823_at,213844_at,214457_at,214639_s_at,214651_s_at,214651_s_at.1,217263_x_at,221691_x_at,221923_s_at,231786_at,235521_at,235753_at,237697_at,238571_at,238808_at,243058_at,Leukemia
Sample_444,3.38200317232732,3.5690529120162404,12.841944619054301,6.07721610628443,4.34593083325774,7.836858118193259,3.6597843863991,4.9531816181165595,5.0322013295020405,7.392214368455419,8.20762361595421,7.241444277357321,7.241444277357321,8.92720004543575,6.747257797722829,7.938614736657209,6.199712386847731,6.4938299721788395,6.29708898151694,6.669020434203611,6.669020434203611,6.2050127902243695,6.2050127902243695,4.06518914109,6.721370170163651,3.25073107232203,3.95212687935879,9.85842775168803,9.85842775168803,4.86499261035799,11.670017496312301,11.219914289630198,3.00479544240313,5.66915945890316,4.61424505968871,3.5170675695053304,3.5826495431262098,2.8442528802194103,5.166195759961781,AML
Sample_1513,2.90485348413091,3.47420801004738,12.674299075569301,6.617550790659389,7.38744554037505,6.606437597950691,6.334010119226219,6.231817995065219,4.82616789954975,6.610707615466219,9.15788162865158,9.94727686872529,9.94727686872529,8.57960520781604,6.31064688788909,6.72300241698511,6.52511138354352,6.174219826776249,6.1709230122626195,8.810011750845712,8.810011750845712,9.74547671547808,9.74547671547808,8.73541906159693,9.5583555737092,3.5391260355584,5.724666856719999,12.283235826021599,12.283235826021599,4.8761432410601,11.281248334201601,9.93626406380576,7.3614204540830706,7.70872828976618,7.39032678417902,3.88149681581412,6.23393980604578,4.44404648929963,5.47485636267608,AML
Sample_826,3.15174934157969,3.65103484134263,12.5496870720049,4.99795908816836,3.58995280937841,6.044874377733519,3.9303146385604197,4.45303315028135,5.2708275686982695,6.23169950376225,7.8393753806387805,4.57935437212129,4.57935437212129,4.554377599733231,4.87962232041688,6.38469976209728,4.90423049586059,5.06658561977162,5.034604300967691,5.21923538648097,5.21923538648097,3.49364316701699,3.49364316701699,4.2905134658872095,4.0398009613686,3.2204056911545003,4.58566082822879,3.4541810187175797,3.4541810187175797,3.91245778615714,11.018041023161599,10.478914883639598,2.89191111449727,2.9900319078380604,3.63965067924093,3.81151751156097,3.67545978682419,3.04513816947173,5.01443759325609,CLL
Sample_2070,3.31168646145903,3.7846490312632204,12.436597409608,6.3550775053528,4.21607387807054,6.87040454012249,3.9570424326187794,5.312800255772269,5.0867001637618605,6.5140435466662,8.39359458540889,7.4609415392598795,7.4609415392598795,9.19585282301852,5.10763024135403,7.293732694455769,5.59496384485546,5.919773031224049,5.4896965212146105,6.2194034964697895,6.2194034964697895,6.60665724285367,6.60665724285367,4.50724493989294,8.340709731747191,3.49366362728576,5.0149887319766195,9.9224650718156,9.9224650718156,4.275697372644959,11.1822057164022,10.266278006425699,2.91785685920357,6.45288920120089,4.86596528674645,3.85140989066998,3.67858191298497,3.29880603453092,4.98298304689576,AML
Sample_905,3.22190147980505,3.42250328484015,12.9302675889726,6.48089327793881,6.6181394140873895,7.89895069787912,6.67078871113116,6.46762988152997,5.06740155875811,7.5646873885419,10.402089198096599,9.722464718941911,9.722464718941911,8.18582117560459,6.4080805272290995,7.84481660749894,5.61989987049685,5.450819257946071,5.41064937431641,9.09713449822042,9.09713449822042,10.172737471841199,10.172737471841199,9.069289406285119,10.0043510803762,3.94653267580554,4.53405284990839,12.0311917862364,12.0311917862364,4.60444798536448,11.587646925338301,10.6254925782026,4.11615918034325,8.27375908434771,6.858123478056919,3.7758173037313902,3.9843527108960997,3.0799026779900003,5.19012443562551,AML
Sample_742,3.0230797484279197,3.71128011619443,12.4459983254714,5.35197513080517,4.72122135135879,7.23634244306704,4.3607565670229,5.00770737106449,4.85097680195588,7.277839256937161,8.907148728871949,7.00502571141534,7.00502571141534,6.84235229793437,7.05163747821504,7.82290344044384,6.1083920454284595,5.854170233644121,5.517623530351219,7.03722543279338,7.03722543279338,7.38761871849443,7.38761871849443,4.45403030402507,7.71524864568403,2.9233193814308103,3.92462964479098,10.003377791444,10.003377791444,4.1178983642688705,11.3717354331923,11.3035939759727,2.83728679569815,5.18160086176262,5.31305168899838,4.1188024985249,3.7019050341118103,2.9224918082522593,5.10778568926694,AML
Sample_1219,3.17046024863706,3.74420612486171,12.716798413536699,5.36588911944985,3.77888897531783,5.425916959938049,3.7180121278619396,4.54631848024233,4.814301131699099,5.615339082638889,7.26550874230078,4.400119806385559,4.400119806385559,5.889182139521401,4.06523247762942,5.56185920783675,4.5958297132127806,4.35665652268798,5.07023677883562,4.6858498608888,4.6858498608888,3.3048962765146603,3.3048962765146603,4.11791305227797,3.6879411007961695,3.21777465594433,3.72972618385912,3.3434798744611403,3.3434798744611403,4.04289994689839,11.2205190268822,10.458735385822001,3.01256291306062,3.1158622439475696,3.98675134166754,3.7447456732736497,3.53188977238253,2.91366179098052,4.97176612399005,CLL
Sample_2060,2.9965149738567995,3.40821192484151,12.615672543481601,5.22044006919449,3.95426329515218,5.3613751782784105,3.61726545596718,4.7345513460605195,4.9275647034608605,4.95595158729288,6.478697795399751,4.151653389084649,4.151653389084649,5.107453678334,4.6735945973238495,6.20432307263435,4.76135147759287,4.72130792067617,4.49503018941472,5.316369894486269,5.316369894486269,4.0771392287605295,4.0771392287605295,4.24608965204689,4.4878268491746605,3.33450558538216,3.95073444203862,4.00873286015261,4.00873286015261,3.9589432660091,11.540559843226,10.754302189155,2.69317146019606,2.98448273545449,3.6478218740275894,4.04937401318727,3.84970390521564,3.1235372084524,4.9790082095474,CLL
Sample_1939,3.07917778782278,4.12785163457511,12.784581493610101,5.6283376981106,3.56318729340523,7.366589082548161,4.3928622927271,4.7128710086528605,5.16399583853232,7.391825608434781,7.96213076819504,4.18035225506502,4.18035225506502,8.06150725261023,5.722119162887321,7.70607647652679,5.633436563613531,5.82491170136092,6.17190791706236,5.891865568648879,5.891865568648879,3.7174429015234898,3.7174429015234898,4.64533551912412,3.89611366572942,3.19335086615547,3.72308052323544,3.6851029600122795,3.6851029600122795,4.54709499083203,11.8371813087779,10.661635062346999,2.7151609320529504,2.9281183560429596,4.04534409359812,4.3769127728970805,3.92264878384943,2.8930004420104103,5.49478370360412,ALL
Sample_1047,3.16205594610695,3.4642450587407003,12.3923473271117,5.70232011754182,4.01853484114558,7.45731690315175,5.62570458318635,5.07153644614778,5.42677461873396,7.125078895635481,9.19310306958826,7.87706745709728,7.87706745709728,7.01692906233897,5.393645677595691,7.8306551023571505,5.64726794921409,5.38446773269158,4.87247495975515,7.21134262234648,7.21134262234648,7.266649129771039,7.266649129771039,5.60445157586493,3.6824050038256697,3.0649703799019,3.9089834921982205,9.40916640847266,9.40916640847266,4.789098717281379,10.1957448917179,9.986482891373539,6.66866076969526,3.15214505528536,4.4856880974389295,4.27256900853192,6.19875359671072,5.30620090454385,6.8035733909580305,AML
Sample_1069,3.06079555045847,3.83481711121824,12.2207622366867,5.8122856601094295,5.871073977965599,5.9968632547994005,3.9755759629364995,5.35429207090412,5.13443725871491,5.61219400704414,8.01045634670379,8.3647397839123,8.3647397839123,7.87525051817836,4.77764794095829,6.078060711712201,5.442418327059291,5.292266291859231,4.8704250738161905,7.06666240322474,7.06666240322474,8.736273828347501,8.736273828347501,4.422628326912389,8.79149139211071,3.82711434959693,6.60749773169616,10.6671264498929,10.6671264498929,4.05982176794636,10.9660619096508,10.4773669444004,2.7714000884063306,7.18990551563497,5.55544145085379,4.07934944068405,3.75910895842691,2.81658427619467,5.232093150305389,AML
Sample_541,3.22882381291914,3.95347606930144,12.503468553285801,4.970674270114929,3.44603370646745,5.3042094262743,3.74493786409457,4.15326099017067,4.74746775778266,4.77381413519603,7.496208655882231,3.9906657862268697,3.9906657862268697,4.6906788829,4.1587071077716,5.34010530181257,4.45756884028195,4.20640572528236,4.50582146133083,4.89374920031908,4.89374920031908,3.46447844515554,3.46447844515554,4.61265127186626,4.120199224823399,2.9851379394472795,3.8671873391428,3.4426344316207302,3.4426344316207302,3.9194338582080297,11.023877421176401,9.77851263460693,2.9764326909794105,2.8980964983148905,3.79348660623908,4.04436256369699,3.3925697417327405,2.79729647200162,5.112150377028629,CLL
Sample_400,3.05972007928192,3.61608437738945,12.682958088155699,4.84965721057017,3.24752718639987,4.9917552099103,3.6523991224829304,3.96710296680508,5.0512967826256,5.331537698631941,7.6407026788966,4.13037536166172,4.13037536166172,5.00449599940218,4.552811589508099,5.43061988028632,4.17618822724742,3.83594500511253,4.77322799362949,4.67310445110155,4.67310445110155,3.27658533652686,3.27658533652686,3.8492462924806805,3.36021251318298,2.9392799156501,3.45165669865946,3.104730552033,3.104730552033,3.60543189730165,10.832455528574199,9.31591884341815,2.86295603044851,3.41105745871395,3.6548524421333397,3.6047042294530396,4.01973346276337,3.1999266763402794,4.79121112337526,CLL
Sample_851,3.08861441857624,3.7072986129967997,12.6449257640803,5.33839206780326,3.12546163532859,7.9469710182681705,3.60701288828843,3.8833103167054803,4.81525876371219,7.851378993229081,9.069232462622939,4.761300768205629,4.761300768205629,8.91610751862585,6.29324846556399,8.39142349617654,6.6522155460808206,6.5927021139939495,5.855861230677121,4.36531720521727,4.36531720521727,3.1730716634049796,3.1730716634049796,4.04638653167434,5.2984493559279295,3.17453598725456,4.06209815880033,3.82001520921736,3.82001520921736,4.876389908004571,10.6637171118671,10.5605407270549,3.3218813129491496,3.27078107984582,3.4546354949874503,3.93038791653014,3.49460928707858,2.9935722883818596,5.262248534980411,AML
Sample_1025,3.98020428351439,3.50920721414335,12.8979648850739,4.95538987741266,3.4814095570282997,6.43196530919251,3.58478125910124,4.20371082221129,4.7130039449067995,6.22694698823368,9.23559855034384,3.93788552971816,3.93788552971816,6.5493380413553295,4.90945061663898,6.44698866513863,5.05218249439622,5.04838164328214,4.71996402896924,4.52665176668079,4.52665176668079,3.23113235180767,3.23113235180767,4.35023936786491,3.6576736262728398,2.95969831598807,3.8917736038030397,3.31786204869859,3.31786204869859,4.1951936758623,11.2447400173179,10.3746725077023,2.70575993206524,2.7840617094221605,3.1666066072932004,3.2994619376322003,3.41070043927008,2.8318893693446405,5.0239369437924095,CML
Sample_397,2.92667197221806,3.5916206694452404,12.745205877523999,6.12606173116367,6.616652146431989,6.98263638459052,4.065450676039729,6.16612273825572,5.460503672493191,6.34009836028481,9.70302951841162,8.70994879026577,8.70994879026577,6.6912345550157095,6.115924292822321,7.0892393236144295,5.4897871059805405,5.66583098863519,5.14519297690284,7.158343949983231,7.158343949983231,8.3296350327276,8.3296350327276,4.407830207569781,8.847636066096241,3.30312303817294,4.478553839783281,11.4319681007221,11.4319681007221,4.18565017791227,11.6156164199634,10.7146521146892,2.86464358394733,6.77629675117403,6.23538313111382,3.7244422819296097,3.6619200199421003,3.1089538624382,5.25879105257113,AML
Sample_319,3.04757217900356,3.71923164496627,12.792419844374301,6.04883909483035,5.46858319381443,7.276224345886621,4.282654031165911,6.26119254174716,4.97993240490004,6.88965827530203,8.81171352001832,8.771925090720039,8.771925090720039,8.790919604427309,5.82084084490254,7.466432383509389,5.988098016410509,5.80219732620577,5.6082773584120895,6.937719260026769,6.937719260026769,8.36844720796772,8.36844720796772,5.520973690432191,9.19795867835055,3.15791367404688,4.4641616336755,11.140593982434302,11.140593982434302,4.679280334880111,12.0063219965312,11.3171061925877,2.8238889943330894,8.18076894212402,6.41336353694891,3.59074639792807,3.4129866057988,2.8768916347274702,4.8889802254505,AML
Sample_2095,3.35138835017877,4.16751401879527,12.297591983310499,6.39419873356016,5.63039491818645,6.847317835916249,4.44024997202254,6.8604695778445395,6.279153223316491,6.97494427645213,9.46474793256386,8.37008282961,8.37008282961,7.662142562159481,6.270484201381639,7.43482963247936,5.72688617799594,5.5003418936166,6.14532136373062,6.49830789598881,6.49830789598881,8.32610556635809,8.32610556635809,5.2109189597643,10.9197890158511,4.63046493454542,5.31469017170992,10.1275019485815,10.1275019485815,4.43708759191504,10.542215159752901,10.263751391355902,3.4148588575127796,6.58211247494583,6.68528987749094,5.039934854236139,4.33344347872871,3.1281171670886403,5.96594074204516,AML
Sample_825,3.00580093743699,3.12899746971179,12.661442319770801,5.43440555972386,3.42249073893179,5.59101896157086,4.14003859833,4.173530341268,4.94901704141922,5.33855267615251,7.59364614969586,3.78949406696091,3.78949406696091,4.49882018601665,4.38869766532332,5.7030515144971705,4.33430608602657,4.07536071175083,4.47654804667836,4.47360733998314,4.47360733998314,3.2897134417285097,3.2897134417285097,4.18381034378144,3.8513988821900997,2.89360333111371,4.33751346892909,3.4642341560278,3.4642341560278,3.8747712154161102,11.0611319954583,9.059433562846731,2.72221805387918,3.2047973084550203,3.53565765307787,3.79422424959278,3.7921796795550495,2.8671391318616,5.09250060938567,CLL
Sample_1642,2.97440476104912,3.79865809838017,12.6923723755744,5.35677805332964,3.3901487603682403,4.79987925619075,3.81192586948789,4.41501344287828,4.9738834875988,4.7114110580367194,7.17282317498512,3.8759091051203503,3.8759091051203503,5.867790324041881,3.7863150154077,5.472072014401211,4.61920544016052,4.5039315802353705,4.58297220894234,4.862405476514731,4.862405476514731,3.74232007477768,3.74232007477768,4.25145013274992,3.98629082324199,3.4365025590932,3.6942426944097595,3.6552267772431803,3.6552267772431803,3.8595253097137303,11.0920327980041,9.96066617500991,2.94710823683833,3.07835406071176,3.57944456213625,3.54904118711101,3.62054707127483,3.1770872146813,5.128779535736,CLL
Sample_1882,3.17122016277163,3.40752527511144,12.584417142365101,5.20064943383994,3.34816795871287,5.28281953426937,3.91069236522346,4.1604395925146695,4.90323453868125,5.478601743186001,7.184787682370059,4.23216159222534,4.23216159222534,4.660695873201941,4.72183344009136,5.8062214063572695,4.68028948343214,4.64954067903475,4.90361740939363,4.772589081285759,4.772589081285759,3.3918311231104905,3.3918311231104905,4.29319176520457,3.53378153181217,3.26164124212165,3.66627452105345,3.35447447272566,3.35447447272566,3.89823658204486,10.9750996111978,9.83577182083632,2.8064816243788795,3.27095884091817,3.46007478490766,3.7833794598063704,3.58791424572111,3.04052215317648,4.98832556349031,CLL
Sample_440,2.7908567397976602,3.3781298051922404,12.8444716912982,6.57785766836506,6.461670686390491,6.74519084690779,4.80134490869115,6.2300185602076,4.75916131031157,6.72827711355636,8.74468522882842,8.82782194808991,8.82782194808991,8.106938285211848,6.654752092672419,7.0170608715962,6.51736503133723,5.94924023389299,6.2262588209647,8.17362947700219,8.17362947700219,8.58283279692578,8.58283279692578,7.09694836367185,10.857388814344699,4.00849801523714,5.780199341884691,11.4748936685485,11.4748936685485,4.6542289720599,12.0308016892688,10.8994308916369,2.8857212359718596,7.116031640066169,6.94357921810414,4.1162180017151,3.8604700864250203,3.07718877771295,4.9987205909193095,AML
Sample_1252,3.2126296111326003,3.7158213014527797,12.396987149433901,5.16691822581418,3.58040812377903,5.7399832334056295,3.52950635665826,4.47320805741047,5.09865019894422,5.552139835839631,6.86296522414384,4.1011843585874805,4.1011843585874805,5.19224304004531,4.47601888604993,5.8291228810502504,4.79528515840666,4.8509548990245,4.88485129301515,5.2551349113888,5.2551349113888,3.4112179671741,3.4112179671741,4.84605082901912,4.0686577520815,3.9451981306721904,4.03504949356182,3.9245596942363,3.9245596942363,4.2824068087177904,10.7702746496131,9.75052690045334,2.84937110321556,2.9508182610978597,3.69319952840263,4.02001982881269,4.23860780258105,3.16524445763991,4.90445322138629,CLL
